,address,latitude,longtitude
42,646 ANG MO KIO AVE 6,1.37939517687866,103.843763599411
43,328 ANG MO KIO AVE 3,1.36661793708763,103.84786688518
44,588C ANG MO KIO ST 52,1.37183157010083,103.853670978083
45,588D ANG MO KIO ST 52,1.37175400663025,103.8538833087
46,101 ANG MO KIO AVE 3,1.37026158388486,103.839467898898
47,430 ANG MO KIO AVE 3,1.36899287777802,103.85276134968
48,520 ANG MO KIO AVE 5,1.3734054063175,103.851134219635
49,716 ANG MO KIO AVE 6,1.37147783065153,103.845868750998
50,588A ANG MO KIO ST 52,1.37207688864034,103.852786139342
51,310A ANG MO KIO AVE 1,1.36482726202671,103.843839317974
52,613 ANG MO KIO AVE 4,1.37845661566038,103.839292714848
53,101 BEDOK NTH AVE 4,1.334484667124,103.937924710969
54,548 BEDOK NTH AVE 1,1.33131021834565,103.92685391703
55,75 BEDOK NTH RD,1.32791477933184,103.942144427101
56,550 BEDOK NTH AVE 1,1.3326931795279,103.926617402908
57,1 BEDOK STH AVE 1,1.32085208689731,103.933721091441
58,151 BEDOK RESERVOIR RD,1.33557619454702,103.911545779692
59,54 CHAI CHEE ST,1.32947840879761,103.921105111921
60,50 CHAI CHEE ST,1.32930431416537,103.922415807329
61,105 BEDOK RESERVOIR RD,1.32914437941093,103.909112780576
62,528 BEDOK NTH ST 3,1.33490287587396,103.927838167286
63,534 BEDOK NTH ST 3,1.33303698213001,103.924812248346
64,77 BEDOK NTH RD,1.32869611162886,103.941995599533
65,116 BEDOK RESERVOIR RD,1.33103784588692,103.908641634756
66,18 BEDOK STH RD,1.32043932800483,103.934781862165
67,40 CHAI CHEE AVE,1.32604335303083,103.926488452026
68,57 NEW UPP CHANGI RD,1.3242520124351,103.941571885143
69,105 BEDOK NTH AVE 4,1.33372280929,103.936517719048
70,709 BEDOK RESERVOIR RD,1.33541606639525,103.922350069667
71,42 CHAI CHEE ST,1.32797877350561,103.925804792632
72,55 CHAI CHEE DR,1.32684846948333,103.919015573079
73,2 BEDOK STH AVE 1,1.32130118793544,103.933299574181
74,37 CHAI CHEE AVE,1.32544200357039,103.926207634232
75,425 BEDOK NTH RD,1.32936960154504,103.929067536324
76,117 BEDOK NTH RD,1.33065454769522,103.938496275607
77,423 BEDOK NTH AVE 1,1.32797614118511,103.927565110763
78,533 BEDOK NTH ST 3,1.33358016248276,103.92421866691
79,149 BEDOK RESERVOIR RD,1.33576929801793,103.912779600202
80,35 BEDOK STH AVE 2,1.32233220742919,103.939766219283
81,42 BEDOK STH RD,1.32147847826862,103.940721046918
82,34 BEDOK STH AVE 2,1.32205652925917,103.93835472666
83,7 BEDOK STH AVE 2,1.3228154426737,103.93545524391
84,8 BEDOK STH AVE 2,1.32284176978434,103.936046815062
85,80 BEDOK NTH RD,1.32848132017235,103.940611608837
86,78 BEDOK NTH RD,1.32726007220342,103.940848770214
87,135 BEDOK RESERVOIR RD,1.33314106418951,103.912523538101
88,148 BEDOK RESERVOIR RD,1.33534088461813,103.91190498709
89,81 BEDOK NTH RD,1.32891558225171,103.940528728774
90,142 BEDOK RESERVOIR RD,1.33563649761464,103.913269358016
91,124 BEDOK NTH RD,1.32925881944574,103.939046430321
92,705 BEDOK NTH RD,1.33663681806046,103.918995255673
93,554 BEDOK NTH ST 3,1.33262715051315,103.928172121608
94,602 BEDOK RESERVOIR RD,1.32934898685946,103.911583237057
95,508 BEDOK NTH AVE 3,1.33340011898402,103.932519442702
96,720 BEDOK RESERVOIR RD,1.33597277354753,103.924883020541
97,765 BEDOK RESERVOIR VIEW,1.33596106828604,103.935990113555
98,10 CHAI CHEE RD,1.32727572366021,103.924803599281
99,185 BEDOK NTH RD,1.32623725322602,103.940827550178
100,111 LENGKONG TIGA,1.32405877835385,103.911303762731
101,220B BEDOK CTRL,1.32547710525717,103.934348226987
102,603 BEDOK RESERVOIR RD,1.33000183975838,103.912464022386
103,21 CHAI CHEE RD,1.32577850604227,103.922424710131
104,672 JLN DAMAI,1.33207912967501,103.908757101121
105,415 BEDOK NTH AVE 2,1.32964999532961,103.930260606366
106,763 BEDOK RESERVOIR VIEW,1.33607209475067,103.934830606324
107,805 CHAI CHEE RD,1.32430604941036,103.921625366639
108,723 BEDOK RESERVOIR RD,1.33695439373089,103.928960561768
109,722 BEDOK RESERVOIR RD,1.33663699329345,103.928207774481
110,219C BEDOK CTRL,1.32485598421255,103.933519574319
111,640 BEDOK RESERVOIR RD,1.33210132151893,103.904953194958
112,160 BEDOK STH AVE 3,1.31925982986372,103.945202877473
113,94C BEDOK NTH AVE 4,1.33361429610513,103.942628254514
114,22 SIN MING RD,1.35728444108238,103.839396679952
115,407 SIN MING AVE,1.36345320627772,103.834214627275
116,105 BISHAN ST 12,1.34589493632505,103.847365252767
117,167 BISHAN ST 13,1.34800341123895,103.855395747158
118,111 BISHAN ST 12,1.34706752664278,103.848063665404
119,181 BISHAN ST 13,1.34913809640172,103.852878507674
120,166 BISHAN ST 13,1.34886345078253,103.855225779214
121,109 BISHAN ST 12,1.34675059587743,103.847990168368
122,115 BISHAN ST 12,1.34791838898823,103.84875012549
123,260 BISHAN ST 22,1.35961376765045,103.842187438495
124,275A BISHAN ST 24,1.35673539047076,103.843519752733
125,214 BISHAN ST 23,1.35751189682984,103.848303415822
126,182 BISHAN ST 13,1.35020582481902,103.853049203745
127,448 BRIGHT HILL DR,1.35840616993705,103.831431580561
128,402 SIN MING AVE,1.36276886630643,103.832758890176
129,128 BISHAN ST 12,1.34608831988483,103.850466820468
130,303 SHUNFU RD,1.34976942860988,103.83847650474
131,231 BISHAN ST 23,1.3574680510988,103.846432710532
132,134 BISHAN ST 12,1.34541104764477,103.852079804354
133,342 BT BATOK ST 34,1.3625832308195,103.748574945077
134,530 BT BATOK ST 51,1.35618199232172,103.751093390961
135,145 BT BATOK ST 11,1.34997305498669,103.743724852615
136,528 BT BATOK ST 51,1.35665146828265,103.751091825657
137,537 BT BATOK ST 52,1.35511516448647,103.750877888291
138,213 BT BATOK ST 21,1.34681845451426,103.752496875347
139,219 BT BATOK ST 21,1.34720729813155,103.754999726682
140,235 BT BATOK EAST AVE 5,1.34848352110456,103.756300449103
141,130 BT BATOK WEST AVE 6,1.35106126001125,103.745857351625
142,212 BT BATOK ST 21,1.34719281119437,103.752217334445
143,346 BT BATOK ST 34,1.362471403915,103.750561080651
144,226 BT BATOK CTRL,1.34873337819662,103.753174278473
145,247 BT BATOK EAST AVE 5,1.34992721242157,103.75698028632
146,169 BT BATOK WEST AVE 8,1.3466073355349,103.740909286964
147,154 BT BATOK ST 11,1.34773558349503,103.743984048754
148,260 BT BATOK EAST AVE 4,1.35091259231106,103.759021061327
149,360 BT BATOK ST 31,1.36106704830424,103.750625432011
150,217 BT BATOK ST 21,1.34673392184416,103.754727840299
151,178 BT BATOK WEST AVE 8,1.3460546058333,103.742605870907
152,265 BT BATOK EAST AVE 4,1.3500084019244,103.759862833782
153,134 BT BATOK WEST AVE 6,1.35159086987043,103.74450960649
154,301 BT BATOK ST 31,1.35676942740177,103.748774260571
155,289E BT BATOK ST 25,1.34417029336794,103.75943138784
156,244 BT BATOK EAST AVE 5,1.34918269764742,103.757239164878
157,248 BT BATOK EAST AVE 5,1.35025884075013,103.756604724025
158,290D BT BATOK EAST AVE 3,1.34441150327744,103.757461503148
159,395 BT BATOK WEST AVE 5,1.36631689866947,103.752287629198
160,642 BT BATOK CTRL,1.34900647921175,103.751706683374
161,185 BT BATOK WEST AVE 6,1.34708158497583,103.744923972487
162,106 BT BATOK CTRL,1.3482223088624,103.74718849849
163,210 BT BATOK ST 21,1.34548008232167,103.74995609585
164,386 BT BATOK WEST AVE 5,1.36399534082988,103.752720364689
165,394 BT BATOK WEST AVE 5,1.36642311199961,103.752688625262
166,190 BT BATOK WEST AVE 6,1.34538561999509,103.746045480153
167,206 BT BATOK ST 21,1.34667192602746,103.749383473832
168,211 BT BATOK ST 21,1.34600090748095,103.750367726623
169,391 BT BATOK WEST AVE 5,1.36585374932578,103.752728543207
170,205 BT BATOK ST 21,1.34712172862215,103.750057276189
171,193 BT BATOK WEST AVE 6,1.34600894344316,103.744423616373
172,624 BT BATOK CTRL,1.35134146122049,103.749508645854
173,290A BT BATOK ST 24,1.34317855232948,103.756548505542
174,141 BT BATOK ST 11,1.35044171803071,103.743212010475
175,120 BT BATOK CTRL,1.35105942734689,103.747712277505
176,289A BT BATOK ST 25,1.34448980917027,103.760517162484
177,10 JLN BT HO SWEE,1.28745837020187,103.832675765986
178,2 JLN BT HO SWEE,1.28728822015939,103.831873006286
179,45 TELOK BLANGAH DR,1.27175707090153,103.809560438327
180,36 BEO CRES,1.28830079095394,103.827180352264
181,20 TELOK BLANGAH CRES,1.27691594809876,103.821818722889
182,16 TAMAN HO SWEE,1.2880016960752,103.831614592325
183,32 TELOK BLANGAH RISE,1.27313105297407,103.821662863346
184,33 TELOK BLANGAH WAY,1.27436196353295,103.822184004574
185,142 JLN BT MERAH,1.27700823497374,103.828056201882
186,131 JLN BT MERAH,1.28018941877784,103.828178444795
187,30 JLN KLINIK,1.28766976882826,103.828202949008
188,63 TELOK BLANGAH HTS,1.27483128151468,103.810941362052
189,61 TELOK BLANGAH HTS,1.27570500784018,103.812007084346
190,116 BT MERAH VIEW,1.28512215258239,103.821606935412
191,44 TELOK BLANGAH DR,1.27140883340015,103.810887524155
192,24 BEO CRES,1.28852535171166,103.828458597142
193,78 INDUS RD,1.29129374515873,103.827476436671
194,55 TELOK BLANGAH DR,1.27396036035571,103.812149525435
195,130 BT MERAH VIEW,1.28458712798456,103.824360319186
196,122 BT MERAH LANE 1,1.28645881899759,103.804200246716
197,80C TELOK BLANGAH ST 31,1.27349435644809,103.807229362471
198,50 MOH GUAN TER,1.28407984956888,103.830525506982
199,47 MOH GUAN TER,1.28420581657007,103.831063385283
200,54 HAVELOCK RD,1.28930893190552,103.829233342268
201,101 HENDERSON CRES,1.29071799751539,103.821625207737
202,23 TELOK BLANGAH CRES,1.27608072351135,103.820839521286
203,106 HENDERSON CRES,1.28942607947152,103.822276781927
204,115 BT PURMEI RD,1.27535201369639,103.826950180582
205,108 BT PURMEI RD,1.2733573140352,103.825345821846
206,129 KIM TIAN RD,1.2811530312289,103.828856188305
207,106B DEPOT RD,1.28064950442562,103.810750913525
208,38 JLN RUMAH TINGGI,1.28863365915922,103.809643901495
209,3 DELTA AVE,1.29169833480355,103.827334523132
210,134 JLN BT MERAH,1.27883101079191,103.82772371417
211,80A TELOK BLANGAH ST 31,1.27368173970143,103.806579408022
212,27A JLN MEMBINA,1.2822186913861,103.824536254761
213,75A REDHILL RD,1.28805315705425,103.815277070461
214,77A REDHILL RD,1.28838106670584,103.817391094217
215,57 HAVELOCK RD,1.29013858517146,103.828453293371
216,48 LENGKOK BAHRU,1.28727739643389,103.810963565072
217,35 JLN RUMAH TINGGI,1.28796595709108,103.808955848469
218,46 LENGKOK BAHRU,1.28707749551877,103.812705798881
219,67 TELOK BLANGAH DR,1.274636588887,103.809632802144
220,87 ZION RD,1.29065980562649,103.832608331993
221,1 DELTA AVE,1.29207525084312,103.828584077626
222,214 PETIR RD,1.37494110084207,103.774856358424
223,123 PENDING RD,1.37756663543381,103.770660551039
224,249 BANGKIT RD,1.3810020467136,103.774054657076
225,458 SEGAR RD,1.38804394182061,103.771067583616
226,506 JELAPANG RD,1.38703345458911,103.768120654409
227,621 SENJA RD,1.38602106063184,103.762854282454
228,402 FAJAR RD,1.38031226320181,103.768073595
229,419 FAJAR RD,1.38394510110813,103.769613738594
230,526 JELAPANG RD,1.38545862945551,103.765218708925
231,623 SENJA RD,1.38625610118184,103.762201338577
232,128 PENDING RD,1.37602800535195,103.769749123717
233,204 PETIR RD,1.37317516532605,103.774810614456
234,473 SEGAR RD,1.38823731294211,103.772144523474
235,237 BT PANJANG RING RD,1.37856756097104,103.770647361863
236,539 BT PANJANG RING RD,1.38294179147406,103.763248348163
237,516 JELAPANG RD,1.3873519377776,103.767041821055
238,217 PETIR RD,1.37490882252027,103.773547827473
239,218 PETIR RD,1.37446597954509,103.773606267573
240,517 JELAPANG RD,1.38803622153251,103.766707751932
241,652 SENJA LINK,1.38744862342633,103.763847246671
242,624 SENJA RD,1.38624340292657,103.76183758098
243,629 SENJA RD,1.38652802373557,103.759278980746
244,455 SEGAR RD,1.38729105122449,103.770822142944
245,176 LOMPANG RD,1.37924529892584,103.765881569885
246,418 FAJAR RD,1.38431966142747,103.768865859999
247,484 SEGAR RD,1.38840059034957,103.771882173939
248,140 PETIR RD,1.37550299063609,103.768952438105
249,152 GANGSA RD,1.3752246947281,103.765922512219
250,537 BT PANJANG RING RD,1.38372141309004,103.763127773739
251,401 FAJAR RD,1.38055432084397,103.768730366658
252,242 BT PANJANG RING RD,1.38007208808669,103.771833647326
253,613 BT PANJANG RING RD,1.38436672930183,103.762046231912
254,654 SENJA RD,1.38784692769514,103.764249296909
255,536 JELAPANG RD,1.38422183055836,103.763766919593
256,154 GANGSA RD,1.37481680083005,103.765109335954
257,174 LOMPANG RD,1.38021544120198,103.766302173684
258,177 LOMPANG RD,1.38038712496611,103.76535460069
259,606 SENJA RD,1.38129574701623,103.761571341904
260,650 SENJA LINK,1.38691070954116,103.763310183378
261,228 PENDING RD,1.37534663496562,103.770955400333
262,151 PETIR RD,1.37712962824254,103.766171200009
263,4 TOH YI DR,1.3385120672333,103.774569823527
264,5 FARRER RD,1.31655990980042,103.807288102167
265,15 TOH YI DR,1.33931085810035,103.772051477646
266,9 JLN KUKOH,1.2876742577682,103.838857901085
267,640 ROWELL RD,1.30743547948389,103.854713903431
268,264 WATERLOO ST,1.29900941828595,103.852284903161
269,32 NEW MKT RD,1.28485860802646,103.842578771054
270,5 TG PAGAR PLAZA,1.27624052001347,103.843006115698
271,271 QUEEN ST,1.30093267323151,103.853991004773
272,232 BAIN ST,1.29685311080014,103.853347534791
273,1C CANTONMENT RD,1.27744909387078,103.841666679651
274,1F CANTONMENT RD,1.27598699469413,103.841191762017
275,1B CANTONMENT RD,1.27779940676004,103.841403430465
276,111 TECK WHYE LANE,1.37787904560638,103.752103670331
277,114 TECK WHYE LANE,1.37850799248775,103.750707442454
278,460 CHOA CHU KANG AVE 4,1.37782264943044,103.735012354055
279,121 TECK WHYE LANE,1.37830357075531,103.750108106647
280,404 CHOA CHU KANG AVE 3,1.38012964850803,103.738888788773
281,692B CHOA CHU KANG CRES,1.40067815960728,103.751377169268
282,115 TECK WHYE LANE,1.37893677955462,103.751182368998
283,422 CHOA CHU KANG AVE 4,1.38225681754484,103.740957419462
284,680 CHOA CHU KANG CRES,1.40333610825504,103.745131655848
285,771 CHOA CHU KANG ST 54,1.39426765794686,103.749319274696
286,229 CHOA CHU KANG CTRL,1.3806537494526,103.746367289377
287,237 CHOA CHU KANG CTRL,1.3794475026281,103.748287395227
288,157 JLN TECK WHYE,1.37918786548209,103.756782882659
289,416 CHOA CHU KANG AVE 4,1.38334049587444,103.742083284398
290,414 CHOA CHU KANG AVE 4,1.38216660471551,103.742248296899
291,239 CHOA CHU KANG CTRL,1.37944877151314,103.747548438263
292,423 CHOA CHU KANG AVE 4,1.38202414693869,103.740310723833
293,621 CHOA CHU KANG ST 62,1.39914640891261,103.747205206781
294,657 CHOA CHU KANG CRES,1.40044599472034,103.749872437775
295,418 CHOA CHU KANG AVE 4,1.3823730080302,103.741352252705
296,608 CHOA CHU KANG ST 62,1.39846759912749,103.744645761889
297,412 CHOA CHU KANG AVE 3,1.38180972459046,103.742381573149
298,635 CHOA CHU KANG NTH 6,1.39737094150025,103.749602912203
299,353 CHOA CHU KANG CTRL,1.38213707062574,103.743397513845
300,453 CHOA CHU KANG AVE 4,1.37997802767876,103.73490597126
301,689A CHOA CHU KANG DR,1.40298901385209,103.750320068403
302,692A CHOA CHU KANG CRES,1.40020921354419,103.751271374918
303,689B CHOA CHU KANG DR,1.40313482841142,103.749793059631
304,760 CHOA CHU KANG NTH 5,1.39302712654645,103.747272500906
305,544 CHOA CHU KANG ST 52,1.39371737606693,103.743762503939
306,690A CHOA CHU KANG CRES,1.40277627634374,103.751539941559
307,474 CHOA CHU KANG AVE 3,1.37856931410449,103.738475704352
308,248 CHOA CHU KANG AVE 2,1.3790045964607,103.745926026056
309,626 CHOA CHU KANG ST 62,1.39832082870875,103.745878081637
310,789 CHOA CHU KANG NTH 6,1.39587445047224,103.749162518106
311,671 CHOA CHU KANG CRES,1.40255501818608,103.748021726542
312,296B CHOA CHU KANG AVE 2,1.37684772581631,103.741509048162
313,604 CHOA CHU KANG ST 62,1.39744286860326,103.745137197199
314,663 CHOA CHU KANG CRES,1.40198475097106,103.750788391041
315,101 TECK WHYE LANE,1.37788964623982,103.754239909547
316,715 CLEMENTI WEST ST 2,1.30315360303875,103.761943675943
317,702 WEST COAST RD,1.30726692567512,103.761107748856
318,607 CLEMENTI WEST ST 1,1.30423592481834,103.76785339614
319,374 CLEMENTI AVE 4,1.31912618587195,103.766983653394
320,346 CLEMENTI AVE 5,1.31701655142406,103.770055178868
321,109 CLEMENTI ST 11,1.32189101790957,103.770595265822
322,339 CLEMENTI AVE 5,1.31966316716167,103.769139839665
323,351 CLEMENTI AVE 2,1.31535006995343,103.770861377512
324,334 CLEMENTI AVE 2,1.31518502692039,103.768432708555
325,305 CLEMENTI AVE 4,1.32206108860648,103.76601401343
326,364 CLEMENTI AVE 2,1.31240641918889,103.768752275192
327,371 CLEMENTI AVE 4,1.32057465713358,103.768211873157
328,449 CLEMENTI AVE 3,1.31361567894893,103.764809966953
329,418 CLEMENTI AVE 1,1.31017571904177,103.77000324485
330,730 CLEMENTI WEST ST 2,1.304777153125,103.763121970707
331,716 CLEMENTI WEST ST 2,1.30240953060903,103.762804760851
332,709 CLEMENTI WEST ST 2,1.30533046157852,103.762003588469
333,611 CLEMENTI WEST ST 1,1.30369739940549,103.769476900942
334,348 CLEMENTI AVE 5,1.31677716280701,103.770897098036
335,411 C'WEALTH AVE WEST,1.31087920188873,103.769572621889
336,324 CLEMENTI AVE 5,1.31514159529224,103.766056205529
337,307 CLEMENTI AVE 4,1.32141589663498,103.76710548935
338,461 CLEMENTI AVE 3,1.31109915509696,103.766399536327
339,723 CLEMENTI WEST ST 2,1.30310124001611,103.763413053663
340,724 CLEMENTI WEST ST 2,1.30360871033936,103.763359143047
341,46 CIRCUIT RD,1.32615469503568,103.886047023988
342,43 CIRCUIT RD,1.32648228290472,103.885544901533
343,30 BALAM RD,1.32965461509134,103.887183600084
344,21 BALAM RD,1.33119721401346,103.886976681713
345,22 BALAM RD,1.33016619500293,103.887785274744
346,47 CIRCUIT RD,1.32577527145563,103.885703636114
347,67 CIRCUIT RD,1.32584857614008,103.887926514332
348,82 MACPHERSON LANE,1.33228332532799,103.885620100954
349,37 CIRCUIT RD,1.32817782362463,103.886478352658
350,24 BALAM RD,1.33018852048051,103.887508672167
351,65 CIRCUIT RD,1.32740031002015,103.887203611284
352,49 CIRCUIT RD,1.3251324028682,103.885610754075
353,24 EUNOS CRES,1.32377995139071,103.902330351336
354,302 UBI AVE 1,1.33002586987709,103.900995405582
355,4 HAIG RD,1.31210124370815,103.897187082666
356,95 OLD AIRPORT RD,1.30840477810117,103.887347527399
357,36 CIRCUIT RD,1.32905963512054,103.88692527127
358,10 HAIG RD,1.31484641105659,103.895864993673
359,128 GEYLANG EAST AVE 1,1.31830919498771,103.887754005604
360,33 EUNOS CRES,1.32018325530873,103.90080491512
361,344 UBI AVE 1,1.32635938429734,103.899753061623
362,40 SIMS DR,1.31747603013691,103.876354059117
363,54 PIPIT RD,1.32385644988852,103.887585351528
364,42 SIMS DR,1.31700019582001,103.875994635636
365,42 CIRCUIT RD,1.32684923967733,103.886293541726
366,120 GEYLANG EAST CTRL,1.31821153053878,103.884752333398
367,5 HAIG RD,1.31258917369124,103.896591193187
368,134 GEYLANG EAST AVE 1,1.31599388873107,103.886008964798
369,411 EUNOS RD 5,1.31859419589812,103.899680218483
370,30 CASSIA CRES,1.30944315518035,103.883336276334
371,986A BUANGKOK CRES,1.3819169455989,103.87980371499
372,22 HOUGANG AVE 3,1.36428542444529,103.89046790222
373,644 HOUGANG AVE 8,1.37143736463902,103.881261079192
374,24 HOUGANG AVE 3,1.36551226123745,103.892085472745
375,108 HOUGANG AVE 1,1.35277393315533,103.890093177026
376,619 HOUGANG AVE 8,1.36984770803551,103.883701202398
377,623 HOUGANG AVE 8,1.37051387277513,103.882323502346
378,311 HOUGANG AVE 5,1.3656673306479,103.894853675162
379,501 HOUGANG AVE 8,1.37205269626362,103.886531403839
380,698 HOUGANG ST 61,1.37506138986039,103.886910503596
381,307 HOUGANG AVE 5,1.36665999438856,103.895009698642
382,21 HOUGANG AVE 3,1.35925696781362,103.887676276425
383,322 HOUGANG AVE 5,1.36709855359263,103.896978678668
384,308 HOUGANG AVE 5,1.36680910838231,103.895756047165
385,154 HOUGANG ST 11,1.35220295270629,103.880173191904
386,339 HOUGANG AVE 7,1.37002545723867,103.89857229481
387,681 HOUGANG AVE 8,1.37297840284805,103.88567915953
388,314 HOUGANG AVE 5,1.36476465177916,103.894218784179
389,336 HOUGANG AVE 7,1.36930321008729,103.898351173028
390,321 HOUGANG AVE 5,1.36710131174973,103.898278016767
391,602 HOUGANG AVE 4,1.37123297855583,103.88691800304
392,709 HOUGANG AVE 2,1.36706142659907,103.888077255516
393,674 HOUGANG AVE 8,1.37217287844953,103.884645831522
394,165 HOUGANG AVE 1,1.35025425918972,103.887795306397
395,332 HOUGANG AVE 5,1.36840583194353,103.897820383869
396,135 LOR AH SOO,1.34975825362257,103.886810075583
397,419 HOUGANG AVE 8,1.37612865303749,103.894831285996
398,938 HOUGANG ST 92,1.37428772025621,103.879678550369
399,435 HOUGANG AVE 8,1.37752721065186,103.893597449085
400,699B HOUGANG ST 52,1.37670290100055,103.888277047979
401,155 HOUGANG ST 11,1.35265338944725,103.880292681446
402,445 HOUGANG AVE 8,1.37911819144958,103.894290896452
403,617 HOUGANG AVE 8,1.3692978923853,103.883826832419
404,411 HOUGANG AVE 10,1.37409413946213,103.895312625321
405,448 HOUGANG AVE 10,1.37911514056099,103.895119125321
406,142 LOR AH SOO,1.35302664004116,103.882887594334
407,557 HOUGANG ST 51,1.37994979000929,103.89043869276
408,465 UPP SERANGOON RD,1.3719078834241,103.897012927498
409,835 HOUGANG CTRL,1.37036355618574,103.889999645495
410,922 HOUGANG ST 91,1.37637123592056,103.883519603693
411,912 HOUGANG ST 91,1.37849281015327,103.884016382567
412,971 HOUGANG ST 91,1.37822993629765,103.879696313869
413,941 HOUGANG ST 92,1.37356291019462,103.879184657596
414,984D BUANGKOK LINK,1.38237375846968,103.880954583346
415,978D BUANGKOK CRES,1.38003167141737,103.879413572555
416,572 HOUGANG ST 51,1.3782707248829,103.88748509864
417,915 HOUGANG ST 91,1.37752183749175,103.883813276017
418,570 HOUGANG ST 51,1.37796504160946,103.888219983131
419,919 HOUGANG AVE 4,1.37599864358989,103.884121407611
420,610 HOUGANG AVE 8,1.3703126346824,103.88512562936
421,958 HOUGANG ST 91,1.37663567897449,103.879787450961
422,929 HOUGANG ST 91,1.37603204309398,103.881497888579
423,456 HOUGANG AVE 10,1.3771713742984,103.895401018469
424,171 HOUGANG AVE 1,1.35113637322022,103.889168968814
425,136 LOR AH SOO,1.34966436735423,103.88630211152
426,466 HOUGANG AVE 8,1.37251992138057,103.897005554551
427,372 HOUGANG ST 31,1.3629903786532,103.890463932896
428,461 HOUGANG AVE 10,1.37273622417586,103.894629349778
429,940 HOUGANG ST 92,1.37348307053931,103.879777763575
430,538 HOUGANG ST 52,1.37782273276389,103.890323214074
431,628 HOUGANG AVE 8,1.36956178513922,103.880507506392
432,407 HOUGANG AVE 10,1.3729650974742,103.895673302556
433,705 HOUGANG AVE 2,1.36564903485078,103.888263962373
434,410 PANDAN GDNS,1.31900921124331,103.747433142313
435,37 TEBAN GDNS RD,1.32052026841644,103.742651512921
436,247 JURONG EAST ST 24,1.34202424550407,103.739009746539
437,250 JURONG EAST ST 24,1.34265327777661,103.739976995418
438,231 JURONG EAST ST 21,1.34112749546638,103.738101187795
439,330 JURONG EAST AVE 1,1.35055495259482,103.73002911041
440,264 JURONG EAST ST 24,1.34382869717493,103.741654163177
441,411 PANDAN GDNS,1.31902239271027,103.746691863405
442,253 JURONG EAST ST 24,1.34318835786153,103.73678575382
443,207 JURONG EAST ST 21,1.33789037717129,103.742428065764
444,115 JURONG EAST ST 13,1.33979148822906,103.735502765561
445,101 JURONG EAST ST 13,1.33701100762293,103.738787314099
446,211 JURONG EAST ST 21,1.33866911059385,103.740292528065
447,339 JURONG EAST AVE 1,1.34953251705686,103.731532178493
448,62 TEBAN GDNS RD,1.32149903397956,103.738982186646
449,311 JURONG EAST ST 32,1.3476665757372,103.73257867693
450,112 JURONG EAST ST 13,1.33920981490511,103.735824423107
451,283 TOH GUAN RD,1.33908506817905,103.74705803294
452,310 JURONG EAST ST 32,1.34820836305367,103.733799342203
